scenario,vol,p1,p2,path,seed,estimator,j,theta_hat,n1,n2
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,3,1.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,4,1.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,5,1.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,6,0.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,7,0.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,8,-5.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,5,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,6,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,7,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,previous_tick_interpolated,8,-13.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,1,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,2,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,3,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,4,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,5,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,6,1.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,7,-3.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,HK_HY_non_sync,8,-18.0,6175,4092
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,4,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,5,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,6,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,7,-6.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,6,1818916416,previous_tick_interpolated,8,-18.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,1,1.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,2,1.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,3,1.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,4,1.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,5,2.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,6,2.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,7,7.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,HK_HY_non_sync,8,-12.0,6145,4162
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,5,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,6,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,7,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,7,1726480543,previous_tick_interpolated,8,-13.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,1,1.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,2,1.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,3,1.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,4,1.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,5,2.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,6,4.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,7,4.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,HK_HY_non_sync,8,-13.0,6129,4156
constant_lm_moderate,constant,0.25,0.5,8,552099655,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,8,552099655,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,8,552099655,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,8,552099655,previous_tick_interpolated,4,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,8,552099655,previous_tick_interpolated,5,1.0,8193,8193
